R_km,M_sun
1.453735360574095736e+01,1.557838507718645182e+00
1.449484455851148113e+01,1.560088787587538439e+00
1.445911777666788467e+01,1.561788347396319887e+00
1.441638858410503943e+01,1.563728812095262377e+00
1.436793130361968451e+01,1.565738187073994814e+00
1.433793260969860484e+01,1.566958191361638386e+00
1.426324915682623740e+01,1.569688026751669963e+00
1.425947663529216669e+01,1.569823878496604763e+00
1.418102066088572855e+01,1.572370247470555427e+00
1.413380688542289398e+01,1.573637866429344667e+00
1.410256468647929040e+01,1.574520327119287577e+00
1.402410871207285226e+01,1.576351645967563719e+00
1.395670373523337737e+01,1.577587706107019594e+00
1.394565273766641766e+01,1.577827055166293846e+00
1.386719676325997774e+01,1.579137541478602413e+00
1.378874078885354137e+01,1.580263127713707361e+00
1.371028481444710323e+01,1.581449067894132643e+00
1.370562245258932244e+01,1.581537545784694299e+00
1.363182884004066509e+01,1.583259223870077559e+00
1.356291328269477603e+01,1.585487385462369225e+00
1.355337286563422694e+01,1.585816140619954906e+00
1.347491689122779057e+01,1.589021646742560634e+00
1.346565650330157915e+01,1.589437225140044152e+00
1.339646091682135420e+01,1.592248326282342141e+00
1.336791182326284400e+01,1.593387064817719079e+00
1.331800494241491606e+01,1.595161378045680589e+00
1.325301885088601139e+01,1.597336904495394005e+00
1.323954896800847791e+01,1.597750081072650596e+00
1.316109299360203977e+01,1.600102815812805890e+00
1.311794635814482390e+01,1.601286744173068932e+00
1.308263701919560162e+01,1.602249818310086393e+00
1.300418104478916348e+01,1.604163842247339211e+00
1.294848825617750876e+01,1.605236583850743859e+00
1.292572507038272711e+01,1.605681567598581827e+00
1.284726909597628897e+01,1.606706780880004182e+00
1.276881312156985260e+01,1.607192045247667789e+00
1.269035714716341445e+01,1.607260029831877546e+00
1.261190117275697631e+01,1.607134705571665378e+00
1.253344519835053816e+01,1.607046214448085708e+00
1.245498922394410002e+01,1.607147221244244584e+00
1.237653324953766365e+01,1.607479442769358613e+00
1.229807727513122551e+01,1.607991105283592459e+00
1.221962130072478914e+01,1.608577687350468022e+00
1.214116532631835099e+01,1.609118944860199685e+00
1.212793080822862102e+01,1.609186423528418786e+00
1.206270935191191285e+01,1.609567764285003921e+00
