# m1_source_msun	m2_source_msun	lambda_1	lambda_2  (run IMRPhenomPv2NRT_lowSpin_posterior, z=0.0099)
1.491296e+00	1.246231e+00	4.222139e+02	1.451165e+01
1.617864e+00	1.153493e+00	1.747026e+02	3.167138e+02
1.499888e+00	1.239497e+00	1.569485e+02	1.408258e+03
1.428194e+00	1.299722e+00	1.016909e+02	3.971717e+02
1.424549e+00	1.303195e+00	1.265733e+02	1.834158e+03
1.533367e+00	1.213222e+00	2.397690e+02	9.552614e+01
1.409817e+00	1.316286e+00	3.051977e+02	4.002794e+02
1.445500e+00	1.284729e+00	4.020397e+02	9.398595e+02
1.409703e+00	1.316317e+00	4.261177e+02	4.382417e+01
1.461624e+00	1.270675e+00	5.044574e+01	8.282737e+02
1.528539e+00	1.217165e+00	4.786119e+02	5.910083e+02
1.499828e+00	1.239089e+00	1.851141e+02	2.260851e+01
1.524806e+00	1.219850e+00	8.171354e+01	8.034040e+02
1.387619e+00	1.337290e+00	2.607507e+01	1.271346e+03
1.476737e+00	1.257846e+00	2.120833e+02	5.240788e+02
1.644097e+00	1.136231e+00	2.338824e+01	4.153675e+02
1.558675e+00	1.194499e+00	9.291416e+01	2.162790e+02
1.452519e+00	1.278386e+00	3.304116e+02	9.534760e+02
1.401089e+00	1.324560e+00	7.418175e+01	4.966612e+02
1.468722e+00	1.264672e+00	8.104267e+02	1.478783e+02
1.555578e+00	1.196614e+00	9.808610e+01	1.427620e+02
1.438083e+00	1.291125e+00	7.237998e+02	4.333970e+02
1.736277e+00	1.080825e+00	8.590993e+01	5.647396e+02
1.375254e+00	1.349251e+00	6.651799e+02	4.424668e+02
1.407390e+00	1.318678e+00	3.794322e+01	2.717369e+03
1.419319e+00	1.307731e+00	5.924224e+02	8.524178e+02
1.474373e+00	1.259957e+00	6.225945e+02	1.204947e+02
1.555328e+00	1.196889e+00	9.774151e+00	3.079886e+02
1.388099e+00	1.336897e+00	1.156269e+03	6.442978e+02
1.482314e+00	1.253586e+00	9.477930e+02	4.231666e+02
1.600827e+00	1.165019e+00	9.230004e+01	8.845122e+02
1.471277e+00	1.262483e+00	9.313667e+01	3.992763e+02
1.494856e+00	1.243369e+00	2.373639e+02	1.401956e+03
1.448962e+00	1.281589e+00	1.014463e+03	1.054423e+02
1.373362e+00	1.351032e+00	6.871384e+02	4.195408e+01
1.489600e+00	1.247601e+00	3.361746e+02	6.613576e+02
1.434615e+00	1.294190e+00	4.215020e+02	1.323051e+03
1.478355e+00	1.257017e+00	1.087120e+03	4.313608e+02
1.544866e+00	1.204929e+00	1.402178e+02	1.810622e+03
1.444564e+00	1.285289e+00	3.370545e+02	8.992591e+02
1.425311e+00	1.302517e+00	9.407925e+02	1.292400e+02
1.362961e+00	1.361345e+00	4.927956e+02	7.578287e+02
1.432761e+00	1.295854e+00	6.512481e+02	6.117799e+02
1.614080e+00	1.156164e+00	1.613041e+01	3.171444e+03
1.366612e+00	1.357689e+00	1.579341e+02	2.973609e+02
1.410937e+00	1.315282e+00	8.967487e+02	3.739302e+02
1.529761e+00	1.216296e+00	6.614776e+02	7.941155e+00
1.439125e+00	1.290129e+00	1.703578e+02	6.053738e+02
1.566068e+00	1.189362e+00	1.254989e+02	4.595049e+02
1.480709e+00	1.254940e+00	7.535674e+02	6.902540e+02
1.476064e+00	1.258869e+00	1.526014e+01	2.953452e+03
1.463681e+00	1.268742e+00	2.362663e+02	1.464430e+02
1.668652e+00	1.120866e+00	7.825888e+01	6.518234e+02
1.487726e+00	1.248819e+00	2.209715e+02	1.485430e+02
1.443451e+00	1.286334e+00	4.004426e+02	2.064447e+02
1.396508e+00	1.328980e+00	3.018811e+02	5.475294e+02
1.392150e+00	1.332931e+00	6.013471e+02	5.241777e+02
1.458946e+00	1.273010e+00	8.302713e+02	5.651112e+01
1.379176e+00	1.345618e+00	8.111783e+02	1.198151e+03
1.380534e+00	1.344189e+00	1.497488e+03	1.558164e+02
1.439644e+00	1.289716e+00	5.708195e+02	2.666246e+02
1.376688e+00	1.347872e+00	1.014673e+02	1.049295e+03
1.519977e+00	1.223626e+00	1.559597e+02	1.004753e+03
1.400164e+00	1.325499e+00	9.396522e+02	1.823706e+02
1.579563e+00	1.179688e+00	1.091380e+02	5.511540e+02
1.494236e+00	1.243768e+00	6.207585e+01	5.975802e+02
1.372032e+00	1.352417e+00	4.922109e+02	1.184775e+02
1.400721e+00	1.324682e+00	2.951550e+02	1.399984e+03
1.406593e+00	1.319489e+00	4.016021e+02	6.951355e+02
1.365227e+00	1.359129e+00	1.404303e+03	2.963552e+02
1.439284e+00	1.290050e+00	8.676151e+02	4.212379e+02
1.429054e+00	1.298729e+00	2.813881e+02	2.946081e+02
1.519753e+00	1.223752e+00	3.466457e+02	6.643892e+02
1.416126e+00	1.310580e+00	3.623113e+02	2.407184e+02
1.412049e+00	1.314355e+00	7.528236e+02	1.317557e+02
1.503782e+00	1.236409e+00	3.002263e+02	2.538657e+02
1.379133e+00	1.345410e+00	1.103677e+03	6.221230e+01
1.466441e+00	1.266490e+00	4.706735e+02	8.061965e+00
1.440163e+00	1.289067e+00	1.128237e+03	5.852970e+00
1.423213e+00	1.304099e+00	3.855565e+02	1.768444e+02
1.437583e+00	1.291836e+00	2.166268e+03	1.476257e+02
1.373744e+00	1.350459e+00	1.086657e+02	3.598319e+02
1.423443e+00	1.304039e+00	3.300772e+02	1.355499e+03
1.369914e+00	1.354366e+00	2.912903e+02	7.599592e+02
1.398610e+00	1.326705e+00	5.815331e+02	9.493482e+02
1.391310e+00	1.333502e+00	2.040223e+00	3.942233e+02
1.577123e+00	1.181591e+00	5.646442e+02	3.673918e+02
1.373997e+00	1.350222e+00	5.832816e+02	1.411480e+01
1.592811e+00	1.170288e+00	2.061778e+01	2.106725e+02
1.408728e+00	1.317530e+00	7.087909e+02	5.151892e+02
1.369830e+00	1.354625e+00	6.689548e+02	3.321940e+02
1.503517e+00	1.236379e+00	5.747435e+02	4.409978e+02
1.501012e+00	1.238509e+00	6.008920e+02	3.660771e+02
1.478122e+00	1.257087e+00	1.180647e+03	2.762008e+02
1.528360e+00	1.217094e+00	1.419616e+02	3.553006e+02
1.463337e+00	1.269350e+00	1.385627e+01	1.430053e+03
1.396692e+00	1.328226e+00	1.486499e+02	9.269240e+01
1.431130e+00	1.296869e+00	8.281090e+02	2.858791e+02
1.487916e+00	1.249069e+00	8.384030e+02	7.410021e+02
1.378935e+00	1.345587e+00	4.128126e+02	6.655123e+02
1.430911e+00	1.297352e+00	4.110437e+02	1.089081e+02
1.382191e+00	1.342457e+00	8.449094e+02	8.421623e+02
1.467154e+00	1.266112e+00	2.001368e+02	5.082890e+02
1.521703e+00	1.222252e+00	3.101219e+02	1.035130e+03
1.523480e+00	1.220868e+00	4.440246e+02	1.232200e+03
1.428718e+00	1.299222e+00	2.162286e+02	4.266258e+02
1.401356e+00	1.324261e+00	1.702714e+02	9.535313e+02
1.452168e+00	1.278649e+00	3.322865e+02	2.153952e+02
1.556747e+00	1.196010e+00	3.000882e+02	1.229828e+03
1.600831e+00	1.164867e+00	1.976857e+02	1.666833e+02
1.410989e+00	1.315546e+00	4.072997e+02	1.311426e+03
1.516550e+00	1.226079e+00	2.126023e+02	8.270082e+01
1.560885e+00	1.193197e+00	1.629847e+00	2.193794e+03
1.497026e+00	1.241666e+00	7.351735e+02	9.128213e+02
1.768623e+00	1.062758e+00	2.059235e+01	5.665251e+02
1.538639e+00	1.209213e+00	2.478557e+02	9.482661e+01
1.670324e+00	1.119752e+00	1.805898e+02	3.028692e+02
1.510495e+00	1.230959e+00	6.638404e+02	3.140513e+02
1.419743e+00	1.307274e+00	3.957649e+02	4.393960e+02
1.596611e+00	1.168145e+00	1.071614e+03	1.295719e+03
1.363643e+00	1.360569e+00	4.228288e+02	1.331648e+02
1.484241e+00	1.251838e+00	2.125802e+01	1.258712e+03
1.456790e+00	1.274861e+00	4.108491e+02	5.959212e+02
1.644637e+00	1.135979e+00	1.361277e+01	7.319021e+02
1.514910e+00	1.227441e+00	2.848504e+02	8.048646e+02
1.411455e+00	1.315064e+00	3.126776e+02	1.640153e+03
1.448290e+00	1.282059e+00	2.158173e+02	7.249802e+02
1.444252e+00	1.285506e+00	9.064731e+01	2.557918e+02
1.443013e+00	1.286458e+00	6.032595e+00	5.270257e+02
1.396303e+00	1.328864e+00	2.457474e+02	1.414282e+02
1.424986e+00	1.302728e+00	1.374485e+02	6.207018e+02
1.408036e+00	1.317719e+00	1.188224e+02	4.132137e+02
1.457599e+00	1.273982e+00	2.131758e+02	2.393965e+02
1.581334e+00	1.178249e+00	2.439801e+01	3.045964e+02
1.608355e+00	1.159649e+00	1.100570e+02	6.312167e+01
1.636728e+00	1.141018e+00	2.467454e+02	1.285066e+02
1.524496e+00	1.220219e+00	3.561003e+02	1.562116e+03
1.408497e+00	1.317614e+00	7.836850e+01	1.534890e+03
1.434348e+00	1.294121e+00	5.111289e+02	1.045156e+02
1.616891e+00	1.154321e+00	9.686763e+02	1.328172e+03
1.647579e+00	1.134045e+00	1.226989e+00	9.347199e+02
1.548244e+00	1.202234e+00	3.070159e+02	9.747384e+02
1.368774e+00	1.355564e+00	4.984436e+02	1.966990e+02
1.518211e+00	1.225107e+00	3.430748e+02	7.850374e+01
1.563473e+00	1.191107e+00	1.958454e+02	2.576881e+02
1.471979e+00	1.261802e+00	1.826117e+02	6.688418e+02
1.398655e+00	1.326887e+00	6.294936e+02	1.263474e+03
1.393065e+00	1.332046e+00	2.139076e+02	1.043753e+03
1.673080e+00	1.118352e+00	4.672878e+01	2.944955e+03
1.517086e+00	1.225695e+00	4.108992e+01	6.784980e+02
1.467963e+00	1.265327e+00	1.096973e+03	4.546375e+02
1.522617e+00	1.221518e+00	2.349293e+02	6.724785e+02
1.395635e+00	1.329734e+00	6.005722e+02	7.692485e+02
1.410133e+00	1.316009e+00	4.627968e+02	6.385143e+02
1.441327e+00	1.288056e+00	5.566325e+02	5.404547e+02
1.586286e+00	1.174947e+00	9.302395e+01	6.713146e+02
1.444240e+00	1.285510e+00	2.786816e+02	4.468443e+02
1.381348e+00	1.343210e+00	2.350451e+03	1.044973e+02
1.384435e+00	1.340045e+00	3.748370e+02	1.820654e+02
1.436072e+00	1.292705e+00	2.281144e+02	6.476496e+02
1.444588e+00	1.285210e+00	2.320046e+02	7.014954e+01
1.443133e+00	1.286603e+00	1.589897e+02	9.299338e+02
1.548760e+00	1.201810e+00	4.318927e+02	6.630839e+02
1.398642e+00	1.326587e+00	5.385087e+01	9.958891e+02
1.385867e+00	1.338969e+00	4.791753e+01	7.201447e+02
1.423296e+00	1.303977e+00	4.341877e+02	1.643001e+02
1.417767e+00	1.309302e+00	1.391685e+02	7.359973e+02
1.362550e+00	1.361722e+00	1.199178e+03	2.589001e+01
1.622646e+00	1.150126e+00	2.686912e+01	3.407251e+02
1.477552e+00	1.257278e+00	3.942652e+02	2.837163e+01
1.401073e+00	1.324651e+00	6.167922e+02	1.104978e+03
1.484180e+00	1.252061e+00	2.925844e+02	1.035829e+03
1.459947e+00	1.272177e+00	8.535218e+02	5.327725e+02
1.469283e+00	1.264167e+00	1.829600e+02	6.003105e+02
1.428248e+00	1.299665e+00	5.212707e+01	1.098950e+02
1.514543e+00	1.227856e+00	1.308844e+01	1.262046e+03
1.400206e+00	1.325540e+00	3.832242e+02	1.950781e+03
1.374203e+00	1.349961e+00	3.811370e+02	2.044349e+02
1.485924e+00	1.250432e+00	1.834082e+02	3.218483e+02
1.372673e+00	1.351613e+00	4.056100e+02	6.316704e+02
1.693957e+00	1.105312e+00	2.677028e+00	2.511362e+02
1.437497e+00	1.291412e+00	3.995381e+02	4.903304e+02
1.597375e+00	1.167244e+00	5.510938e+01	2.868149e+02
1.431064e+00	1.297103e+00	2.586951e+02	2.075163e+02
1.388522e+00	1.336029e+00	2.838967e+02	8.508516e+02
1.414536e+00	1.311938e+00	2.712543e+02	2.759330e+02
1.362286e+00	1.361755e+00	8.992302e-01	4.792383e+02
1.423611e+00	1.303881e+00	5.502160e+02	1.860317e+02
1.454364e+00	1.276703e+00	3.866169e+02	1.576378e+01
1.383634e+00	1.341190e+00	1.830771e+03	2.247473e+02
1.534243e+00	1.212914e+00	8.254913e+02	1.151720e+02
1.522798e+00	1.221050e+00	1.208497e+01	4.186267e+02
1.445773e+00	1.284221e+00	7.885113e+01	6.770748e+02
1.386308e+00	1.338827e+00	3.097915e+02	1.234959e+03
1.440457e+00	1.288839e+00	1.201771e+02	9.681892e+02
1.513171e+00	1.229046e+00	9.167745e+01	1.564443e+03
1.606702e+00	1.160823e+00	2.312771e+01	5.549135e+02
1.376148e+00	1.347928e+00	2.048385e+02	8.285069e+01
1.433626e+00	1.294906e+00	1.281058e+02	4.775899e+02
1.415957e+00	1.310678e+00	7.356456e+01	7.019151e+02
1.478508e+00	1.256607e+00	1.337836e+02	6.228480e+02
1.439379e+00	1.289898e+00	5.216387e+02	1.646798e+02
1.595035e+00	1.168957e+00	1.691615e+02	4.148544e+02
1.481918e+00	1.253814e+00	5.211635e+02	9.064340e+02
1.428112e+00	1.299560e+00	2.427773e+02	4.355303e+01
1.408237e+00	1.317785e+00	2.378195e+02	2.134086e+02
1.478758e+00	1.256490e+00	4.537353e+02	2.081639e+02
1.434524e+00	1.293988e+00	1.312597e+02	3.764136e+02
1.515675e+00	1.226946e+00	4.451207e+02	6.526729e+02
1.642127e+00	1.137578e+00	1.280651e+02	6.066285e+02
1.456832e+00	1.274482e+00	6.957895e+01	1.075565e+03
1.391814e+00	1.333216e+00	2.333471e+02	1.193431e+03
1.404238e+00	1.321624e+00	1.293503e+02	3.331911e+02
1.426061e+00	1.301597e+00	3.804421e+02	4.337198e+02
1.566539e+00	1.188972e+00	6.391432e+02	2.469992e+02
1.452621e+00	1.278585e+00	4.080655e+02	1.623985e+03
1.446774e+00	1.283357e+00	1.166762e+02	1.083220e+03
1.402208e+00	1.323318e+00	3.617752e+02	5.373551e+01
1.438329e+00	1.290575e+00	3.961010e+01	4.062130e+02
1.539351e+00	1.208912e+00	4.229838e+02	6.613892e+01
1.461982e+00	1.270312e+00	8.195125e+02	1.540517e+02
1.620189e+00	1.152192e+00	1.745490e+02	1.718184e+03
1.489796e+00	1.247494e+00	5.103493e+02	7.649284e+02
1.593214e+00	1.170072e+00	1.317609e+02	3.824656e+02
1.376370e+00	1.347895e+00	3.107315e+02	7.511251e+02
1.413202e+00	1.313361e+00	2.676873e+02	1.062255e+03
1.520285e+00	1.223405e+00	2.770595e+01	8.036031e+02
1.541339e+00	1.207416e+00	4.014960e+02	3.872554e+02
1.487448e+00	1.249308e+00	1.738923e+02	1.467557e+03
1.403542e+00	1.322105e+00	5.423132e+02	5.271044e+02
1.392432e+00	1.332558e+00	7.810869e+02	1.649468e+02
1.523137e+00	1.221011e+00	9.592651e+01	6.246669e+02
1.474817e+00	1.259712e+00	4.613047e+02	2.840109e+02
1.450426e+00	1.280176e+00	3.282713e+02	8.576248e+01
1.438515e+00	1.290560e+00	3.849371e+02	2.361814e+02
1.365127e+00	1.359131e+00	5.792864e+02	6.074966e+02
1.558162e+00	1.194987e+00	4.681449e+01	6.019151e+02
1.395564e+00	1.329700e+00	1.537520e+02	7.280661e+02
1.452487e+00	1.278535e+00	4.554753e+02	7.508081e+01
1.441757e+00	1.287639e+00	4.096804e+02	3.228519e+02
1.390611e+00	1.334338e+00	4.445665e+02	2.967232e+01
1.474117e+00	1.260339e+00	9.039876e+02	2.977255e+02
1.473389e+00	1.260804e+00	4.864576e+02	5.357122e+02
1.441529e+00	1.287862e+00	6.551263e+02	2.699932e+02
1.460540e+00	1.271819e+00	1.735631e+03	1.778929e+02
1.551077e+00	1.200033e+00	2.775330e+02	1.723956e+02
1.579622e+00	1.179527e+00	1.064086e+02	2.935415e+02
1.447687e+00	1.282551e+00	3.326637e+02	5.752509e+02
1.456215e+00	1.275189e+00	2.133763e+02	2.826657e+02
1.618136e+00	1.153164e+00	1.061792e+02	1.272649e+03
1.482787e+00	1.253338e+00	9.189780e+02	1.630786e+02
1.484650e+00	1.251502e+00	4.619097e+02	4.451455e+01
1.440550e+00	1.288456e+00	1.576057e+02	8.240113e+01
1.526764e+00	1.218489e+00	3.815694e+01	4.968962e+02
1.569828e+00	1.186783e+00	3.790552e+02	8.498191e+02
1.472623e+00	1.261350e+00	4.383498e+02	7.031397e+02
1.430090e+00	1.297981e+00	3.307729e+02	2.503305e+02
1.647388e+00	1.134139e+00	1.364721e+02	5.945150e+01
1.498852e+00	1.240086e+00	3.474704e+02	2.727050e+01
1.495113e+00	1.242939e+00	2.142998e+02	1.482668e+02
1.405830e+00	1.320105e+00	1.325019e+02	6.500253e+02
1.480177e+00	1.255442e+00	3.298093e+01	2.535765e+03
1.395153e+00	1.330051e+00	7.680200e+02	2.518476e+02
1.586940e+00	1.174583e+00	1.764307e+01	7.098639e+02
1.448477e+00	1.281890e+00	1.173422e+02	7.589631e+02
1.558350e+00	1.194950e+00	2.218317e+02	1.968725e+03
1.379798e+00	1.344679e+00	4.637881e+00	6.290198e+02
1.432560e+00	1.295973e+00	1.380896e+02	8.204719e+02
1.434018e+00	1.294518e+00	2.314120e+02	3.218970e+02
1.381565e+00	1.342907e+00	6.409589e+01	6.114822e+02
1.586557e+00	1.174597e+00	4.014727e+01	1.650323e+02
1.459361e+00	1.272427e+00	1.952058e+02	1.263294e+03
1.460047e+00	1.272082e+00	4.832769e+01	6.213506e+02
1.535282e+00	1.211792e+00	4.527331e+02	2.904532e+02
1.451292e+00	1.279327e+00	1.369908e+02	3.587113e+02
1.484339e+00	1.251806e+00	2.539514e+02	1.108077e+03
1.498923e+00	1.239922e+00	2.064032e+02	1.318407e+02
1.416686e+00	1.310034e+00	4.407593e+02	5.318655e+02
1.547591e+00	1.202728e+00	5.729386e+02	5.176929e+02
1.581793e+00	1.178111e+00	4.607756e+02	3.875447e+02
1.392056e+00	1.333285e+00	1.896139e+02	1.605802e+03
1.553226e+00	1.198588e+00	3.491728e+02	9.493539e+02
1.362709e+00	1.361547e+00	2.913451e+02	5.714398e+01
1.489205e+00	1.247734e+00	4.876112e+00	6.028066e+02
1.396082e+00	1.329448e+00	3.886795e+02	2.470140e+03
1.449843e+00	1.280844e+00	8.272440e+02	1.038953e+03
1.584252e+00	1.176354e+00	2.019565e+02	1.626738e+02
1.394175e+00	1.330868e+00	6.728781e+01	9.356893e+01
1.577256e+00	1.181672e+00	2.619736e+02	1.487853e+03
1.395210e+00	1.330170e+00	9.786205e+02	6.018697e+02
1.537850e+00	1.209975e+00	4.686761e+02	5.668438e+02
1.431558e+00	1.296481e+00	1.559575e+02	1.188789e+02
1.453411e+00	1.277679e+00	5.918586e+01	1.378919e+03
1.425133e+00	1.302518e+00	1.750664e+02	1.277301e+03
1.384939e+00	1.339800e+00	3.910123e+02	1.182355e+03
1.395681e+00	1.329665e+00	3.507141e+02	1.389065e+03
1.549124e+00	1.201746e+00	8.235178e+02	5.089030e+02
1.474285e+00	1.260147e+00	7.051682e+02	9.910980e+02
1.496703e+00	1.241629e+00	9.128976e+01	6.071451e+02
1.382471e+00	1.342091e+00	5.498554e+02	3.746818e+01
1.483056e+00	1.252684e+00	2.261134e+02	3.218342e+02
1.381786e+00	1.342947e+00	3.538383e+02	1.330389e+03
1.398756e+00	1.326554e+00	5.738802e+02	5.137965e+01
1.497977e+00	1.240986e+00	4.141895e+02	1.310358e+03
1.424257e+00	1.303124e+00	1.347707e+02	2.244036e+01
1.572239e+00	1.184876e+00	3.352525e+02	7.538552e+02
1.394314e+00	1.330677e+00	2.327169e+02	1.189716e+02
1.506033e+00	1.234248e+00	1.427211e+02	1.147263e+02
1.446294e+00	1.283621e+00	5.971379e+02	4.869546e+02
1.417886e+00	1.308885e+00	6.167694e+02	2.138887e+02
1.587548e+00	1.174087e+00	2.877821e+02	2.799833e+02
1.377040e+00	1.347261e+00	1.570981e+02	2.390690e+02
1.583096e+00	1.177353e+00	9.440048e+02	3.490118e+02
1.521076e+00	1.222661e+00	3.677376e+01	6.864880e+02
1.417082e+00	1.309763e+00	3.617835e+02	6.446942e+00
1.564486e+00	1.190430e+00	3.453875e+02	8.199991e+02
1.394116e+00	1.330944e+00	2.685502e+02	3.742587e+00
1.515468e+00	1.227075e+00	8.763397e+01	5.303690e+02
1.458926e+00	1.272766e+00	9.970551e+01	1.589124e+02
1.588777e+00	1.172938e+00	1.037615e+02	1.084615e+02
1.465666e+00	1.266996e+00	7.187070e+01	2.869792e+02
1.397939e+00	1.327511e+00	1.091869e+03	4.194922e+01
1.372769e+00	1.351638e+00	3.315157e+02	7.963026e+02
1.424678e+00	1.302572e+00	5.123953e+02	3.166083e+01
1.496447e+00	1.242503e+00	1.188791e+03	6.888890e+02
1.563633e+00	1.191136e+00	6.545998e+02	2.643068e+02
1.567304e+00	1.188472e+00	2.396608e+02	5.272865e+02
1.550367e+00	1.200678e+00	1.915044e+02	2.372005e+02
1.462705e+00	1.269591e+00	7.392152e+02	1.923028e+01
1.496255e+00	1.242240e+00	1.667217e+01	1.018961e+03
1.404810e+00	1.320978e+00	1.819987e+02	4.759770e+02
1.555901e+00	1.196689e+00	1.363234e+02	1.332075e+02
1.508598e+00	1.232361e+00	3.684207e+02	6.141253e+02
1.483294e+00	1.252619e+00	1.564850e+01	5.251796e+02
1.447601e+00	1.282515e+00	5.747176e+02	2.612502e+02
1.560976e+00	1.192884e+00	9.305129e+01	3.831991e+02
1.510134e+00	1.231040e+00	1.014659e+02	3.519437e+02
1.391927e+00	1.333060e+00	2.086399e+02	3.554361e+02
1.399927e+00	1.325785e+00	7.309999e+02	9.381656e+02
1.438291e+00	1.290598e+00	7.432003e+02	4.733574e+02
1.427002e+00	1.300724e+00	2.493847e+02	1.198833e+02
1.414074e+00	1.312219e+00	2.410763e+02	2.539657e+02
1.520544e+00	1.223170e+00	1.705762e+01	5.597676e+02
1.401037e+00	1.324800e+00	1.558437e+03	3.948267e+02
1.376618e+00	1.347968e+00	4.784404e+02	2.457882e+02
1.498128e+00	1.240802e+00	8.609669e+02	1.625983e+03
1.601000e+00	1.164670e+00	2.128603e+02	1.422367e+02
1.530119e+00	1.215794e+00	2.088864e+01	7.705369e+02
1.404511e+00	1.321103e+00	3.993525e+02	6.369331e+01
1.374364e+00	1.350186e+00	5.947326e+02	8.014393e+02
1.426122e+00	1.301742e+00	9.882328e+02	5.140823e+02
1.416177e+00	1.310452e+00	2.668953e+02	4.235747e+02
1.371624e+00	1.353113e+00	1.926014e+03	7.295590e+02
1.594468e+00	1.169219e+00	5.000564e+01	9.381525e+02
1.484537e+00	1.251866e+00	1.120616e+03	7.791769e+02
1.454479e+00	1.276925e+00	3.791755e+02	5.487488e+02
1.490610e+00	1.246617e+00	3.882553e+01	4.534191e+02
1.392634e+00	1.332634e+00	1.855087e+03	8.498714e+02
1.537887e+00	1.210065e+00	4.526517e+01	1.453958e+03
1.393369e+00	1.331636e+00	1.115272e+02	2.760178e+02
1.539193e+00	1.208890e+00	1.206098e+02	1.460301e+02
1.489846e+00	1.247246e+00	2.836031e+02	1.343037e+03
1.401600e+00	1.323833e+00	4.500697e+02	2.114951e+01
1.652819e+00	1.130597e+00	1.885829e+02	7.332368e+00
1.454109e+00	1.276956e+00	1.392327e+02	4.426388e+02
1.495267e+00	1.242883e+00	1.758499e+02	4.545977e+02
1.552237e+00	1.199068e+00	6.248430e+01	7.876760e+01
1.535927e+00	1.211286e+00	4.987852e+01	6.036906e+02
1.436295e+00	1.292691e+00	4.804740e+01	9.006552e+02
1.421646e+00	1.305518e+00	5.180097e+02	8.794911e+02
1.429134e+00	1.298766e+00	2.982299e+02	2.189662e+02
1.518291e+00	1.225225e+00	6.892888e+02	2.826884e+03
1.558166e+00	1.195007e+00	3.258271e+02	3.939946e+02
1.450682e+00	1.279953e+00	5.807432e+01	4.648170e+02
1.548533e+00	1.201847e+00	6.610535e+01	5.099612e+01
1.478512e+00	1.256482e+00	9.573085e+01	5.632342e+02
1.427061e+00	1.300393e+00	1.650259e+01	6.097848e+01
1.514735e+00	1.227647e+00	7.942825e+01	1.768858e+02
1.456792e+00	1.274735e+00	1.476059e+02	2.489182e+02
1.568538e+00	1.187651e+00	9.119005e+02	3.855872e+02
1.484121e+00	1.251799e+00	6.475259e+01	6.376072e+02
1.495307e+00	1.242895e+00	1.053032e+02	4.305177e+02
1.402558e+00	1.322985e+00	1.568150e+02	2.458566e+02
1.363169e+00	1.361124e+00	7.554835e+01	7.513165e+02
1.480255e+00	1.255147e+00	1.443554e+02	5.947207e+02
1.454797e+00	1.276531e+00	1.746910e+02	9.822651e+02
1.446266e+00	1.283747e+00	1.462542e+02	6.051839e+02
1.565166e+00	1.190021e+00	6.840745e+02	3.151768e+02
1.564208e+00	1.190359e+00	9.376067e+01	2.372077e+02
1.388789e+00	1.336199e+00	8.484560e+02	8.533815e+02
1.479556e+00	1.255804e+00	4.183251e+02	6.409430e+02
1.388106e+00	1.336893e+00	1.703947e+02	6.213787e+02
1.402966e+00	1.322701e+00	6.978676e+01	9.707175e+02
1.416071e+00	1.310677e+00	3.975270e+02	1.007278e+03
1.389077e+00	1.336000e+00	7.209623e+02	5.001995e+02
1.469283e+00	1.264037e+00	1.476880e+02	2.576778e+01
1.559146e+00	1.194169e+00	1.482467e+01	3.251360e+02
1.507894e+00	1.233153e+00	4.178277e+02	1.267387e+03
1.421883e+00	1.305602e+00	2.211695e+02	3.701419e+02
1.403042e+00	1.322296e+00	1.914824e+02	4.007558e+02
1.556065e+00	1.196674e+00	3.198760e+02	1.923746e+02
1.467046e+00	1.266229e+00	4.328428e+02	9.713463e+02
1.583022e+00	1.177343e+00	3.896851e+02	1.287413e+03
1.535525e+00	1.211841e+00	2.493118e+02	6.634225e+00
1.379107e+00	1.345489e+00	5.272933e+01	8.250405e+02
1.538321e+00	1.209743e+00	7.489966e+02	2.125821e+02
1.386251e+00	1.338634e+00	3.315461e+02	1.159449e+03
1.622365e+00	1.150298e+00	1.380874e+02	8.290834e+02
1.426307e+00	1.301500e+00	6.207133e+02	8.288160e+02
1.378151e+00	1.346456e+00	5.059238e+02	4.521695e+02
1.632728e+00	1.143941e+00	5.412426e+02	5.245610e+02
1.461246e+00	1.270893e+00	1.713628e+02	8.773488e+02
1.464172e+00	1.268674e+00	3.834638e+02	1.613233e+03
1.378154e+00	1.346332e+00	1.290369e+02	4.313462e+02
1.419135e+00	1.307882e+00	3.069209e+02	1.011137e+03
1.625132e+00	1.148621e+00	1.262549e+02	7.076625e+02
1.453333e+00	1.277428e+00	1.671011e+02	1.169305e+02
1.467203e+00	1.265834e+00	1.575778e+02	1.675552e+02
1.432287e+00	1.295934e+00	2.638604e+02	3.894809e+02
1.529840e+00	1.216021e+00	4.024173e+02	7.779234e+02
1.393390e+00	1.331844e+00	7.184143e+01	1.007289e+03
1.385180e+00	1.339479e+00	3.022616e+02	4.312402e+02
1.374255e+00	1.350357e+00	2.980545e+02	1.366420e+03
1.373940e+00	1.350542e+00	4.348685e+02	6.825344e+02
1.452667e+00	1.278279e+00	1.703050e+02	7.081343e+02
1.654943e+00	1.129620e+00	4.604385e+02	7.642928e+02
1.441617e+00	1.287682e+00	2.398696e+02	5.948853e+01
1.414597e+00	1.312027e+00	2.190425e+02	4.317159e+02
1.398585e+00	1.326776e+00	2.509789e+01	1.099930e+03
1.512023e+00	1.229733e+00	6.173899e+02	7.977685e+02
1.367351e+00	1.356906e+00	3.506706e+02	1.048485e+02
1.365326e+00	1.358971e+00	1.186959e+03	2.263892e+02
1.491502e+00	1.246052e+00	3.226731e+02	4.251602e+02
1.401045e+00	1.324421e+00	8.647344e+02	1.141937e+02
1.445730e+00	1.283938e+00	2.524513e+01	5.105744e+02
