# m1_source_msun	m2_source_msun	lambda_1	lambda_2  (run C01:IMRPhenomPv2_NRTidal:LowSpin)
1.645106e+00	1.640155e+00	1.375636e+02	6.146469e+02
1.766540e+00	1.538786e+00	1.757779e+02	7.292659e+02
1.801673e+00	1.549428e+00	8.138226e+02	1.593382e+02
1.726542e+00	1.555025e+00	8.013793e+01	4.762201e+02
1.926639e+00	1.426239e+00	1.754282e+02	1.777893e+03
1.802428e+00	1.498793e+00	3.052412e+01	5.679066e+02
1.754750e+00	1.539183e+00	5.893986e+02	5.478295e+02
1.965463e+00	1.425507e+00	1.225155e+02	3.530259e+03
1.679149e+00	1.624791e+00	6.971736e+02	8.395576e+01
1.754426e+00	1.559363e+00	5.867524e+02	6.313686e+02
1.831857e+00	1.499595e+00	4.189732e+01	4.002013e+02
1.660770e+00	1.650592e+00	1.260863e+02	4.537695e+02
1.707315e+00	1.573039e+00	2.592729e+02	4.400629e+01
1.709019e+00	1.556434e+00	6.993635e+02	5.532884e+02
1.863876e+00	1.496357e+00	6.331294e+02	2.526765e+01
1.802209e+00	1.509604e+00	3.390557e+02	9.101847e+01
1.819033e+00	1.466055e+00	2.875392e+02	2.273335e+01
1.709135e+00	1.616321e+00	5.300290e+02	1.228077e+03
1.672093e+00	1.638612e+00	4.650555e+00	4.820528e+02
1.856297e+00	1.479334e+00	5.243183e+02	1.112875e+02
1.742858e+00	1.576348e+00	7.345901e+02	6.906680e+02
1.687136e+00	1.666928e+00	7.871936e+02	4.817273e+02
1.651081e+00	1.639177e+00	2.570124e+02	3.645110e+02
1.835481e+00	1.509921e+00	1.611849e+02	2.480964e+03
1.743329e+00	1.589112e+00	1.202191e+03	4.519354e+02
1.732858e+00	1.592094e+00	4.748717e+02	1.143268e+02
1.881962e+00	1.509026e+00	9.854486e+02	4.515202e+03
1.862456e+00	1.435553e+00	1.426717e+02	1.153282e+03
1.748858e+00	1.601197e+00	2.216366e+02	6.883575e+01
1.687395e+00	1.637822e+00	1.809788e+01	4.597392e+02
1.722490e+00	1.631631e+00	4.419395e+02	1.041041e+01
1.771628e+00	1.528015e+00	4.238344e+02	1.238497e+02
1.836675e+00	1.523460e+00	9.833832e+01	1.026833e+03
1.757964e+00	1.554144e+00	1.371604e+03	8.717830e+02
1.818619e+00	1.496654e+00	4.042889e+02	3.634317e+03
1.740731e+00	1.543110e+00	4.422719e+02	6.238936e+02
1.699077e+00	1.637065e+00	5.034813e+02	4.148327e+02
1.792167e+00	1.490171e+00	3.359876e+02	2.272585e+02
1.679307e+00	1.650554e+00	3.260581e+02	2.192816e+02
1.717157e+00	1.587288e+00	4.331627e+01	6.959903e+02
1.786231e+00	1.503536e+00	3.557720e+01	2.763248e+01
1.838075e+00	1.514515e+00	8.606077e+01	7.429171e+01
1.755308e+00	1.529030e+00	1.238158e+02	6.312842e+02
1.797395e+00	1.488407e+00	2.961538e+01	4.068461e+02
1.911162e+00	1.474358e+00	2.457432e+01	1.487557e+03
1.721696e+00	1.614964e+00	4.082512e+02	1.038861e+02
1.664079e+00	1.641494e+00	1.620315e+03	6.883483e+02
1.804797e+00	1.561659e+00	2.187678e+02	2.944615e+02
1.677893e+00	1.564423e+00	3.322380e+02	4.101447e+02
1.823921e+00	1.494994e+00	5.285310e+01	8.868511e+02
1.746063e+00	1.574704e+00	9.993251e+01	2.267109e+02
1.770165e+00	1.529305e+00	1.253343e+02	1.012617e+03
1.868273e+00	1.493223e+00	3.577952e+02	2.403344e+03
1.795285e+00	1.556835e+00	7.694966e+02	7.662030e+02
1.792455e+00	1.522088e+00	3.270115e+01	1.923037e+03
1.768849e+00	1.549755e+00	4.234442e+01	5.294186e+02
1.761804e+00	1.516232e+00	2.824494e+02	4.743040e+02
1.775293e+00	1.586268e+00	1.473491e+02	3.790721e+02
1.746985e+00	1.594812e+00	1.358648e+03	4.821037e+02
1.700075e+00	1.620965e+00	9.790384e+02	6.783629e+01
1.673330e+00	1.579609e+00	9.771394e+02	1.164152e+03
1.784365e+00	1.545398e+00	1.101587e+02	3.471369e+02
1.654477e+00	1.653677e+00	5.667186e+02	2.240408e+02
1.703882e+00	1.598156e+00	2.366442e+02	2.984256e+03
1.650213e+00	1.621765e+00	5.994267e+02	8.834223e+01
1.788669e+00	1.519397e+00	3.181304e+02	2.714108e+01
1.718020e+00	1.606037e+00	6.505921e+02	2.848282e+02
1.740317e+00	1.557831e+00	2.054223e+02	3.610577e+02
1.820822e+00	1.535286e+00	1.776278e+02	1.678190e+03
1.626101e+00	1.625396e+00	3.273715e+02	1.569119e+02
1.890887e+00	1.454464e+00	5.118707e+01	4.457128e+02
1.706959e+00	1.578877e+00	6.905167e+02	2.422283e+03
1.665022e+00	1.632035e+00	1.651421e+01	9.142834e+00
1.739901e+00	1.538719e+00	4.924423e+02	5.797450e+02
1.820740e+00	1.451624e+00	6.179581e+02	7.113343e+02
1.941104e+00	1.420379e+00	2.635321e+01	2.188078e+02
1.701688e+00	1.663113e+00	1.748570e+03	3.898920e+02
1.922206e+00	1.455721e+00	7.628685e+02	5.749518e+02
1.716297e+00	1.596044e+00	2.085493e+02	1.067577e+03
1.840942e+00	1.497198e+00	2.139253e+02	1.624763e+03
1.742808e+00	1.569818e+00	4.247912e+02	9.041505e+02
1.698458e+00	1.654384e+00	3.351464e+02	1.954266e+02
1.803203e+00	1.491821e+00	2.367980e+02	2.065361e+02
1.683167e+00	1.583723e+00	2.893881e+03	9.973263e+02
1.668210e+00	1.625744e+00	1.630294e+03	3.077230e+03
1.862168e+00	1.454558e+00	7.560350e+01	1.246509e+03
1.731745e+00	1.576380e+00	1.505407e+02	4.558452e+01
1.799841e+00	1.547615e+00	1.022273e+02	4.003093e+02
1.672436e+00	1.585624e+00	1.938949e+02	2.500167e+02
1.900175e+00	1.451370e+00	1.294269e+02	2.551672e+02
1.711726e+00	1.546843e+00	5.673042e+02	1.813282e+01
1.642902e+00	1.624842e+00	2.574553e+02	5.871139e+02
1.783263e+00	1.560543e+00	7.862063e+02	5.738508e+02
1.708439e+00	1.553916e+00	1.671575e+02	2.336655e+02
2.049306e+00	1.347594e+00	5.594326e+01	2.679304e+02
1.738191e+00	1.584063e+00	2.108036e+02	3.003635e+03
1.903395e+00	1.454046e+00	4.058448e+02	3.982639e+02
1.781422e+00	1.560760e+00	7.147431e+01	8.133560e+02
1.653576e+00	1.647740e+00	7.320233e+01	3.085844e+02
1.820423e+00	1.464095e+00	2.289649e+00	8.441097e+02
1.646940e+00	1.603830e+00	2.939699e+02	6.582132e+02
1.663893e+00	1.652162e+00	3.132422e+02	4.365246e+02
1.671794e+00	1.656383e+00	1.332013e+02	2.490462e+02
1.817578e+00	1.449507e+00	3.252864e+02	3.677769e+02
1.858102e+00	1.498180e+00	3.078502e+02	2.357270e+02
1.673973e+00	1.606674e+00	1.170699e+02	3.771974e+02
1.813282e+00	1.547734e+00	1.876616e+02	4.440645e+02
1.710764e+00	1.643868e+00	2.319710e+02	2.167152e+03
1.686723e+00	1.683654e+00	2.472658e+02	2.399153e+03
1.757806e+00	1.545607e+00	1.563274e+02	6.206028e+02
1.737955e+00	1.590846e+00	6.422746e+02	1.648734e+02
1.660546e+00	1.617990e+00	4.280241e+02	5.336341e+01
1.767998e+00	1.564360e+00	4.271110e+01	4.436519e+02
1.773863e+00	1.536264e+00	2.025893e+03	3.914058e+01
1.694417e+00	1.671944e+00	7.345112e+02	2.763473e+01
1.682129e+00	1.634887e+00	1.148964e+03	8.008739e+01
1.742724e+00	1.585269e+00	5.227372e+02	1.934270e+02
1.738164e+00	1.623801e+00	4.204249e+02	2.743852e+02
1.638719e+00	1.620906e+00	4.270222e+02	5.751466e+02
1.733891e+00	1.543111e+00	3.443915e+02	7.681009e+01
1.687919e+00	1.592940e+00	1.384022e+01	3.302662e+02
1.767882e+00	1.544725e+00	3.637402e+02	1.190434e+02
1.692580e+00	1.648642e+00	2.527513e+02	3.311217e+02
1.679019e+00	1.635452e+00	8.291520e+02	2.725458e+01
1.857828e+00	1.513766e+00	3.376204e+02	4.480090e+02
1.941008e+00	1.391820e+00	9.938312e+02	2.306635e+02
1.726522e+00	1.568627e+00	1.807458e+03	6.175135e+02
1.854148e+00	1.511254e+00	2.503552e+02	4.089087e+02
1.785473e+00	1.539522e+00	3.278129e+02	1.565276e+03
1.633239e+00	1.625950e+00	7.804965e+00	2.395474e+03
1.934882e+00	1.425306e+00	5.263266e+02	4.338075e+01
1.890046e+00	1.392689e+00	5.506016e+01	4.347455e+02
1.763502e+00	1.565860e+00	2.620412e+02	3.087879e+02
1.799724e+00	1.535368e+00	1.347963e+02	2.494232e+02
1.716311e+00	1.542021e+00	1.395648e+03	3.479078e+02
1.653037e+00	1.636824e+00	9.994019e+01	6.224136e+02
1.818270e+00	1.529322e+00	4.676511e+01	5.829396e+02
1.734974e+00	1.620745e+00	2.106825e+02	6.475024e+02
1.668577e+00	1.633026e+00	2.052514e+02	1.595297e+02
1.899493e+00	1.440192e+00	3.747362e+02	7.269367e+02
1.668672e+00	1.659612e+00	2.463373e+02	1.311967e+02
1.642634e+00	1.629962e+00	3.705022e+02	2.912618e+02
1.766566e+00	1.558349e+00	4.728680e+01	5.767194e+02
1.788559e+00	1.521329e+00	2.679777e+02	1.289802e+03
1.684577e+00	1.589800e+00	9.399741e+02	1.293699e+02
1.816218e+00	1.487291e+00	2.268064e+01	1.565543e+03
1.789137e+00	1.502340e+00	1.938844e+02	3.048018e+01
1.831273e+00	1.483935e+00	7.230789e+01	3.295564e+02
1.748214e+00	1.590492e+00	1.818914e+03	3.409699e+01
1.799173e+00	1.527933e+00	5.553030e+02	2.831985e+02
1.885393e+00	1.444552e+00	3.585618e+02	3.206961e+03
1.734922e+00	1.578069e+00	1.221754e+03	3.812753e+02
1.913128e+00	1.418086e+00	4.253028e+02	7.034250e+01
1.823873e+00	1.473615e+00	2.596889e+02	2.613446e+02
1.770974e+00	1.578905e+00	3.380756e+02	7.926461e+02
1.759346e+00	1.599848e+00	2.851675e+02	4.688267e+01
1.700155e+00	1.634320e+00	1.426950e+02	4.097157e+02
1.705365e+00	1.637421e+00	5.011985e+02	2.709751e+01
1.782993e+00	1.545932e+00	2.329407e+02	4.342132e+02
1.626002e+00	1.619317e+00	6.810608e+02	1.804929e+02
1.814435e+00	1.493320e+00	8.926113e+01	4.564656e+02
1.739035e+00	1.575594e+00	2.222862e+02	5.284826e+02
1.810538e+00	1.508746e+00	4.852141e+01	2.295083e+02
1.702107e+00	1.584986e+00	9.988824e+02	2.932883e+02
1.724365e+00	1.583757e+00	1.281561e+02	1.011676e+03
1.797647e+00	1.503758e+00	7.247693e+02	4.697823e+02
1.875587e+00	1.476545e+00	1.773362e+02	6.381933e+01
1.701332e+00	1.602786e+00	1.837009e+02	3.083461e+02
1.734992e+00	1.580648e+00	2.774441e+02	3.145483e+02
1.754244e+00	1.509975e+00	9.576984e+01	1.650472e+03
1.703668e+00	1.609179e+00	7.977314e+02	1.455652e+03
1.941018e+00	1.376553e+00	2.307542e+00	1.136037e+03
1.820954e+00	1.515568e+00	3.625008e+02	3.229591e+02
1.753435e+00	1.555041e+00	2.238824e+02	1.876616e+02
1.704853e+00	1.608382e+00	2.457574e+03	1.330208e+03
1.751558e+00	1.560146e+00	9.063420e+01	2.216379e+02
1.742975e+00	1.524719e+00	7.280894e+01	1.956375e+02
1.801804e+00	1.518959e+00	2.545287e+01	8.070905e+02
1.806328e+00	1.521998e+00	2.895653e+02	1.850283e+03
1.803592e+00	1.526674e+00	2.444939e+01	4.506157e+02
1.683031e+00	1.585360e+00	3.655517e+02	2.905014e+02
1.750683e+00	1.583116e+00	1.514609e+03	5.920937e+02
1.856943e+00	1.495854e+00	1.630068e+01	1.180204e+03
1.725090e+00	1.559271e+00	5.246428e+02	4.774160e+02
1.673642e+00	1.626686e+00	3.613004e+02	3.009698e+02
1.775043e+00	1.590438e+00	1.366181e+02	1.771887e+03
1.972806e+00	1.377662e+00	3.647918e+02	2.141711e+03
1.776412e+00	1.493518e+00	1.718177e+02	2.892432e+03
1.650378e+00	1.622487e+00	3.808268e+02	6.220789e+02
1.901571e+00	1.402947e+00	1.777574e+02	2.963659e+02
1.650922e+00	1.636528e+00	4.847959e+02	2.754816e+01
1.733607e+00	1.596218e+00	1.251964e+02	8.545887e+02
1.682408e+00	1.583745e+00	3.386958e+02	4.118326e+02
1.677609e+00	1.662531e+00	2.985431e+02	3.602022e+02
1.711751e+00	1.554271e+00	7.824246e+02	2.106709e+03
1.680054e+00	1.652884e+00	3.350942e+02	8.211503e+01
1.661502e+00	1.655841e+00	1.042971e+02	1.680025e+03
1.713604e+00	1.577443e+00	1.386888e+03	1.456256e+03
1.802632e+00	1.488653e+00	6.252502e+01	7.320874e+02
1.746240e+00	1.585790e+00	3.617932e+02	4.049286e+02
1.791337e+00	1.553687e+00	2.088386e+02	1.773817e+03
1.784124e+00	1.572405e+00	5.724304e+02	2.007698e+02
1.847204e+00	1.477877e+00	1.511146e+02	2.757923e+01
1.767107e+00	1.555036e+00	2.205176e+02	7.660665e+02
1.796585e+00	1.500974e+00	9.370230e+02	5.008926e+02
1.752999e+00	1.538751e+00	8.100890e+02	2.470846e+03
2.102713e+00	1.316962e+00	9.520098e+01	1.257447e+03
1.666478e+00	1.658597e+00	2.623301e+02	8.604259e+02
1.839408e+00	1.503130e+00	4.093368e+01	2.806233e+02
1.719837e+00	1.571105e+00	4.160348e+02	2.959207e+01
1.756703e+00	1.593532e+00	1.800287e+03	5.777704e+02
1.662954e+00	1.651370e+00	3.041501e+02	1.480019e+02
1.724183e+00	1.595680e+00	1.394897e+03	1.348841e+03
1.761470e+00	1.547404e+00	1.818155e+03	1.291875e+03
1.692471e+00	1.598132e+00	1.338324e+03	3.177496e+01
1.805752e+00	1.499324e+00	1.964226e+02	1.200286e+03
1.790213e+00	1.501228e+00	3.231423e+02	1.850609e+02
1.818624e+00	1.521725e+00	3.456557e+02	6.084074e+01
1.728537e+00	1.600399e+00	4.275583e+02	3.379230e+01
1.750127e+00	1.560292e+00	3.292192e+02	3.000080e+02
1.693007e+00	1.581486e+00	1.052767e+02	6.406351e+02
1.772282e+00	1.547647e+00	7.069957e+02	9.548078e+02
1.652924e+00	1.624114e+00	8.654138e+01	3.207152e+02
1.760108e+00	1.529244e+00	4.276817e+02	1.213802e+02
1.649959e+00	1.647913e+00	2.289359e+02	2.015882e+02
1.673502e+00	1.655487e+00	1.565386e+02	6.107768e+02
1.889861e+00	1.445078e+00	8.530471e+01	4.313794e+02
1.701951e+00	1.599253e+00	6.583273e+02	4.754415e+01
1.851233e+00	1.478052e+00	5.942093e+01	3.182752e+02
1.786140e+00	1.526099e+00	2.395792e+01	1.840735e+02
1.752047e+00	1.589723e+00	4.114847e+02	4.148860e+02
1.677797e+00	1.616333e+00	1.801831e+03	3.747679e+02
1.695509e+00	1.637170e+00	7.021599e+02	1.913884e+02
1.744484e+00	1.611879e+00	8.863414e+02	3.032786e+02
1.663051e+00	1.617590e+00	1.466516e+03	1.109635e+02
1.817029e+00	1.464882e+00	1.426417e+02	3.773066e+02
1.816437e+00	1.493821e+00	6.320375e+02	2.842900e+02
1.686680e+00	1.559144e+00	3.714081e+02	4.579014e+02
1.749768e+00	1.532166e+00	2.666422e+02	1.865900e+02
1.663464e+00	1.626770e+00	2.227569e+02	6.173631e+02
1.686227e+00	1.582376e+00	3.606582e+02	5.200656e+02
1.686966e+00	1.645484e+00	9.314328e+01	3.371037e+02
1.803851e+00	1.533233e+00	4.563092e+01	7.501750e+02
1.735758e+00	1.604073e+00	8.869365e+02	2.253075e+02
1.797852e+00	1.526953e+00	3.068398e+02	7.648643e+01
1.782365e+00	1.511216e+00	1.034545e+02	7.296978e+02
1.709498e+00	1.614195e+00	7.207984e+02	1.836381e+02
1.749739e+00	1.563588e+00	2.491378e+01	4.115829e+02
1.760199e+00	1.548580e+00	7.535379e+02	2.334344e+03
1.711004e+00	1.631962e+00	8.067399e+02	9.886316e+02
1.681696e+00	1.572491e+00	1.581480e+02	3.838550e+02
1.685503e+00	1.617233e+00	2.153805e+02	3.678843e+02
1.656247e+00	1.630027e+00	1.399711e+03	7.614541e+02
1.659791e+00	1.624673e+00	6.243816e+02	2.315598e+03
1.670906e+00	1.641602e+00	3.336897e+02	2.178457e+02
1.660726e+00	1.566449e+00	1.848054e+03	3.800184e+02
1.702392e+00	1.560904e+00	6.626170e+02	1.242881e+02
1.765237e+00	1.564366e+00	4.219965e+01	8.142051e+01
1.782004e+00	1.508779e+00	4.817932e+01	2.587970e+02
1.813665e+00	1.534455e+00	5.329452e+02	6.898551e+02
1.699100e+00	1.554659e+00	9.600218e+00	2.069266e+02
1.773417e+00	1.506083e+00	1.634712e+02	3.257212e+03
1.643385e+00	1.605503e+00	2.418821e+02	2.107954e+02
1.765056e+00	1.514895e+00	3.232720e+02	6.003480e+02
1.813516e+00	1.481947e+00	2.373908e+01	1.024020e+03
1.826469e+00	1.463747e+00	9.729721e+01	2.999813e+03
1.760596e+00	1.508679e+00	9.499074e+02	2.205742e+03
1.839075e+00	1.502366e+00	1.124835e+02	9.837344e+02
1.838283e+00	1.510399e+00	5.447968e+02	3.652157e+02
1.716910e+00	1.567499e+00	2.232324e+02	5.759865e+02
1.890014e+00	1.452709e+00	5.287077e+02	6.005416e+02
1.667549e+00	1.612884e+00	4.261361e+02	7.178342e+02
1.728214e+00	1.653927e+00	1.148164e+02	1.184773e+03
1.729953e+00	1.548932e+00	3.104515e+01	8.528213e+02
1.681927e+00	1.582135e+00	3.480835e+01	4.906058e+02
1.707683e+00	1.597561e+00	1.418892e+02	1.069246e+03
1.699839e+00	1.641519e+00	3.334700e+02	7.667136e+02
1.949629e+00	1.434695e+00	1.881240e+01	3.905857e+03
1.738454e+00	1.530740e+00	6.215913e+02	2.699543e+02
1.797388e+00	1.516313e+00	2.973615e+02	7.213382e+01
1.785865e+00	1.506139e+00	4.820730e+02	2.887938e+02
1.689486e+00	1.625866e+00	4.337532e+02	1.456198e+03
1.673317e+00	1.611880e+00	1.878670e+02	1.068740e+01
1.681564e+00	1.628335e+00	1.739995e+02	8.089632e+02
1.726144e+00	1.568446e+00	5.159599e+02	9.755863e+01
1.967827e+00	1.417239e+00	2.546430e+02	1.298951e+03
1.729499e+00	1.544278e+00	4.744926e+01	2.592833e+02
1.965671e+00	1.396576e+00	3.005048e+02	6.897564e+02
1.706832e+00	1.559430e+00	2.191399e+02	1.702935e+01
1.711289e+00	1.632688e+00	8.792709e+01	9.740987e+01
1.701245e+00	1.605327e+00	2.665168e+00	8.864303e+02
2.059022e+00	1.327585e+00	4.043515e+02	1.378837e+03
1.650165e+00	1.646500e+00	2.498246e+02	3.671812e+02
1.786402e+00	1.532677e+00	1.252501e+02	2.391743e+02
1.824965e+00	1.477808e+00	5.383804e+02	3.017784e+02
1.691593e+00	1.625340e+00	8.875059e+02	3.065599e+03
1.722505e+00	1.564595e+00	2.677139e+00	7.004932e+02
1.704806e+00	1.582484e+00	3.412985e+02	4.300818e+03
1.807322e+00	1.461705e+00	4.296549e+02	1.765422e+02
1.994492e+00	1.416747e+00	7.629246e+01	1.201955e+03
1.786763e+00	1.583445e+00	3.436985e+02	4.434761e+01
1.807427e+00	1.481466e+00	2.722750e+02	1.188308e+03
1.824795e+00	1.471832e+00	1.052700e+03	1.184538e+03
1.723046e+00	1.594109e+00	2.754793e+02	3.375760e+02
1.623614e+00	1.618996e+00	6.330618e+01	1.584775e+03
1.830920e+00	1.478553e+00	1.434195e+02	5.205930e+02
1.691483e+00	1.588377e+00	2.129466e+02	4.617930e+02
1.813666e+00	1.513529e+00	2.690011e+02	1.067713e+03
1.788509e+00	1.573791e+00	7.255748e+02	7.108535e+02
1.841126e+00	1.481944e+00	1.105478e+02	2.128014e+03
1.845338e+00	1.484470e+00	3.517016e+01	7.361936e+02
1.659865e+00	1.644078e+00	2.127168e+02	5.585252e+02
1.652971e+00	1.630730e+00	1.488687e+02	1.079712e+02
1.873041e+00	1.452340e+00	2.757966e+02	1.390973e+03
1.692436e+00	1.597415e+00	5.849449e+02	9.455280e+01
1.879052e+00	1.492497e+00	7.610793e+01	4.106146e+02
1.670041e+00	1.664088e+00	1.079724e+03	5.669821e+00
1.710047e+00	1.616964e+00	9.518075e+02	1.736751e+03
1.831339e+00	1.488090e+00	3.475358e+02	2.440735e+03
1.787349e+00	1.523839e+00	8.733904e+02	6.171695e+02
1.649789e+00	1.596896e+00	2.362713e+01	7.307280e+02
1.755895e+00	1.558734e+00	2.525861e+02	1.047296e+02
1.721924e+00	1.623148e+00	1.939558e+02	4.798761e+02
2.028159e+00	1.346811e+00	4.415883e+02	7.028428e+01
1.823779e+00	1.504586e+00	9.976162e+02	1.509431e+03
1.752178e+00	1.590322e+00	8.014901e+01	2.621992e+03
1.738890e+00	1.589062e+00	1.976451e+03	1.043900e+03
1.799935e+00	1.542666e+00	1.440568e+02	1.731049e+01
2.010853e+00	1.346508e+00	1.322383e+00	5.220450e+02
1.775758e+00	1.544275e+00	1.046502e+02	2.010263e+02
1.666478e+00	1.597611e+00	1.001447e+03	6.396328e+02
1.784572e+00	1.484605e+00	5.272387e+02	4.252362e+01
1.898074e+00	1.488211e+00	1.414154e+02	2.428527e+02
1.679834e+00	1.645045e+00	7.311878e+02	2.191308e+02
1.690950e+00	1.569747e+00	7.714307e+02	2.308979e+03
1.805086e+00	1.496757e+00	7.623136e+01	1.871215e+02
1.746974e+00	1.529423e+00	5.968852e+02	2.753816e+02
1.690922e+00	1.632921e+00	1.137481e+02	2.164553e+02
1.866914e+00	1.464033e+00	4.163217e+02	6.030864e+02
1.779766e+00	1.495092e+00	1.708595e+01	4.348796e+02
1.706446e+00	1.636996e+00	7.345910e+02	7.320013e+01
1.731397e+00	1.546297e+00	7.081172e+02	3.168648e+02
1.653249e+00	1.638142e+00	1.211454e+02	2.828940e+03
1.669390e+00	1.606079e+00	1.095811e+03	6.936047e+02
1.737230e+00	1.584378e+00	5.736454e+02	3.701944e+02
1.713870e+00	1.608945e+00	1.820930e+02	4.271205e+02
1.719707e+00	1.599232e+00	3.694246e+02	8.172640e+02
1.846439e+00	1.444631e+00	2.634992e+01	6.347337e+02
1.813076e+00	1.479544e+00	1.262948e+02	9.106439e+02
1.710833e+00	1.643588e+00	1.143813e+02	1.205734e+03
1.685194e+00	1.630489e+00	1.986942e+03	3.004957e+01
1.744273e+00	1.545074e+00	3.067527e+02	7.102711e+02
1.777579e+00	1.513443e+00	1.118690e+02	7.356514e+02
1.689239e+00	1.665548e+00	6.678815e+02	2.340853e+02
1.750038e+00	1.568018e+00	7.636958e+02	9.296919e+01
1.795976e+00	1.500796e+00	7.853590e+01	1.835898e+03
1.741130e+00	1.575980e+00	1.671477e+02	1.908276e+02
1.675352e+00	1.630877e+00	3.411406e+01	1.767053e+02
1.760222e+00	1.535549e+00	2.587859e+02	6.681191e+02
1.747324e+00	1.579013e+00	2.584382e+02	2.153332e+02
1.858138e+00	1.473013e+00	2.974446e+02	2.882275e+02
1.766076e+00	1.516973e+00	2.871083e+02	1.570762e+02
1.691746e+00	1.595487e+00	2.497842e+02	5.002039e+02
1.769073e+00	1.550526e+00	6.494177e+02	5.486348e+02
1.754436e+00	1.599060e+00	2.134671e+02	1.707233e+02
1.762304e+00	1.537507e+00	4.098391e+02	7.004462e+01
1.778477e+00	1.534801e+00	3.053458e+02	2.653047e+03
1.703485e+00	1.549688e+00	1.223561e+03	1.005749e+03
1.727471e+00	1.616671e+00	9.938628e+02	1.979641e+02
1.917718e+00	1.425513e+00	2.427823e+02	6.786047e+02
1.863586e+00	1.428197e+00	1.611687e+02	1.892873e+02
1.687916e+00	1.637633e+00	3.254073e+02	2.271553e+02
1.755291e+00	1.617502e+00	2.443145e+02	6.431809e+02
1.907196e+00	1.407617e+00	6.850237e+01	2.690726e+02
1.643903e+00	1.639975e+00	7.742549e+02	1.318059e+01
1.881259e+00	1.495872e+00	1.493494e+03	8.062864e+02
1.734101e+00	1.603687e+00	4.506464e+03	8.225026e+02
1.773671e+00	1.499403e+00	2.419341e+02	1.040813e+03
1.665431e+00	1.631663e+00	2.711975e+03	6.842573e+02
1.820819e+00	1.507824e+00	8.279460e+01	7.375127e+02
1.764473e+00	1.510487e+00	1.852515e+03	1.313140e+03
1.680473e+00	1.635542e+00	3.755397e+02	4.914170e+02
1.733006e+00	1.608247e+00	8.191824e+02	1.186025e+02
1.875120e+00	1.448984e+00	1.065987e+02	9.607353e+02
1.670805e+00	1.595860e+00	2.646042e+03	1.638487e+02
1.942255e+00	1.424059e+00	3.489908e+01	1.970156e+03
1.678779e+00	1.582466e+00	7.951662e+02	5.555285e+02
1.667164e+00	1.608192e+00	1.976520e+03	2.957236e+02
1.884485e+00	1.458832e+00	9.568550e+01	1.428437e+03
1.719670e+00	1.575089e+00	3.303090e+02	3.593357e+02
1.753502e+00	1.580937e+00	2.816169e+03	7.842484e+02
1.684769e+00	1.607552e+00	1.184470e+03	4.870220e+02
1.704475e+00	1.618903e+00	4.250272e+02	4.152355e+01
1.801772e+00	1.526982e+00	1.275409e+03	1.161224e+02
1.819604e+00	1.487810e+00	1.006687e+01	4.205058e+02
1.753829e+00	1.575023e+00	1.331700e+03	5.655843e+02
1.752665e+00	1.583679e+00	1.929726e+02	1.771294e+03
1.754600e+00	1.541009e+00	1.050743e+02	6.154845e+02
1.638121e+00	1.604522e+00	4.208922e+02	5.424964e+02
1.885519e+00	1.431553e+00	3.741010e+02	1.487912e+02
1.987690e+00	1.364108e+00	2.068995e+01	6.229289e+02
1.895396e+00	1.479697e+00	2.304006e+02	1.457366e+02
1.819565e+00	1.466951e+00	2.383295e+01	2.728935e+02
1.795184e+00	1.547344e+00	4.420577e+02	5.570151e+02
1.906243e+00	1.407570e+00	2.026118e+02	6.625310e+02
1.688939e+00	1.615793e+00	9.329293e+02	4.585685e+02
1.745150e+00	1.569832e+00	5.922612e+02	2.418230e+02
1.692154e+00	1.631966e+00	5.902532e+02	3.975703e+02
1.705262e+00	1.639143e+00	2.108756e+02	6.316932e+02
1.784119e+00	1.543400e+00	7.412531e+02	3.561896e+01
1.672479e+00	1.630489e+00	2.266404e+02	6.171289e+02
1.634573e+00	1.622602e+00	3.372857e+02	3.305871e+02
1.772961e+00	1.548412e+00	3.691886e+02	1.032786e+03
1.837127e+00	1.494506e+00	2.688552e+02	2.882160e+02
1.805349e+00	1.496213e+00	2.208901e+01	1.361567e+03
1.766774e+00	1.511246e+00	2.616654e+02	1.718221e+02
1.939758e+00	1.448879e+00	7.806918e+02	1.415103e+02
1.665585e+00	1.629779e+00	2.562923e+02	1.255714e+02
1.693501e+00	1.653712e+00	4.932851e+02	7.488878e+01
1.846310e+00	1.506067e+00	4.420150e+02	3.894040e+01
1.739241e+00	1.525611e+00	1.298846e+03	1.599335e+03
1.688323e+00	1.587067e+00	3.454240e+02	5.332357e+02
1.650887e+00	1.611667e+00	5.722588e+02	2.906309e+02
1.694175e+00	1.623152e+00	3.208335e+00	5.980192e+01
1.658396e+00	1.600376e+00	3.039627e+02	1.080047e+03
1.820356e+00	1.498856e+00	5.474254e+01	2.716554e+02
1.697323e+00	1.588478e+00	4.765981e+02	8.684166e+02
1.853112e+00	1.462261e+00	5.994487e+01	3.308883e+02
1.686709e+00	1.680818e+00	1.272971e+02	5.042992e+02
1.956832e+00	1.451856e+00	1.477557e+02	4.822024e+02
1.620951e+00	1.597215e+00	2.609425e+02	4.015858e+02
1.688176e+00	1.639297e+00	1.717328e+03	3.509951e+02
1.860427e+00	1.489561e+00	1.976604e+02	5.650863e+02
1.685687e+00	1.602140e+00	9.964738e+01	2.589121e+02
1.688511e+00	1.595845e+00	6.586529e+02	1.279486e+02
