R_km,M_sun
8.824461083800605010e+00,1.109473417326973577e+00
8.828546110654563961e+00,1.107303985482835929e+00
8.833774748434628066e+00,1.105134553638698058e+00
8.841228525874733180e+00,1.102965121794560410e+00
8.852294477402431028e+00,1.100795689950422540e+00
8.860913055493945478e+00,1.099611993611988803e+00
8.869432634423105810e+00,1.098626258106284892e+00
8.896742261113324446e+00,1.096456826262147022e+00
8.919389808634676342e+00,1.095205785624527861e+00
8.941143334452375413e+00,1.094287394418009374e+00
8.977866561775407206e+00,1.093119332898291329e+00
9.020477701080821475e+00,1.092117962573871504e+00
9.036343314916138070e+00,1.091810890879841400e+00
9.094820068056868934e+00,1.090849179661488977e+00
9.153296821197599797e+00,1.090002473190715415e+00
9.156757291354530537e+00,1.089948530729733855e+00
9.211773574338330661e+00,1.089161895138399894e+00
9.270250327479061525e+00,1.088264877769092864e+00
9.298393334902693041e+00,1.087779098885595985e+00
9.328727080619792389e+00,1.087280050348023552e+00
9.387203833760523253e+00,1.086205283618393969e+00
9.416965252849594847e+00,1.085609667041458337e+00
9.445680586901254117e+00,1.085048035541933409e+00
9.504157340041984980e+00,1.083822977531403442e+00
9.521467822501877620e+00,1.083440235197320467e+00
9.562634093182715844e+00,1.082529921950760921e+00
9.619038047849178596e+00,1.081270803353182819e+00
9.621110846323444932e+00,1.081223881109611762e+00
9.679587599464177572e+00,1.079886257604019351e+00
9.716434794957146792e+00,1.079101371509044949e+00
9.738064352604908436e+00,1.078630161714350111e+00
9.796541105745639300e+00,1.077503353821867016e+00
9.833641073331911286e+00,1.076931939664907301e+00
9.855017858886370163e+00,1.076593612192759064e+00
